RowNumber;CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Frecuencia de compra Mes;CantidadcompraPromedio;Compra_MasResalizada;#¿NOMBRE?;puede acceder;es activo ;Salario Estimado;Numero De producto;Score;Ternuere;Edad;Suma;75%Salary;;;;;;;;;;;;;;;;;;
5171;15623695;McKinnon;814;France;Female;31;4;0;2;1;1;142029,17;0;0;36927,5842;4;;;;;;;;;;92318,9605;;;;;;;;;;;;;;;;;;
5172;15760849;Nwachukwu;537;France;Male;39;2;0;2;1;1;137651,6;0;0;17894,708;10;;;;;;;;;;89473,54;;;;;;;;;;;;;;;;;;
5173;15813095;Nwebube;553;France;Male;37;2;0;2;1;0;33877,29;0;0;8808,0954;14;;;;;;;;;;22020,2385;;;;;;;;;;;;;;;;;;
5174;15705281;Burt;800;Spain;Male;38;9;0;1;1;0;78744,39;0;0;10236,7707;10;;;;;;;;;;51183,8535;;;;;;;;;;;;;;;;;;
5175;15812594;Ross;791;France;Male;34;7;0;2;1;0;96734,46;0;0;31438,6995;5;;;;;;;;;;62877,399;;;;;;;;;;;;;;;;;;
5176;15626322;Lees;699;Spain;Female;29;9;127570,93;2;1;0;164756,81;0;0;10709,19265;15;;;;;;;;;;107091,9265;;;;;;;;;;;;;;;;;;
5177;15723105;Feetham;756;France;Female;28;6;0;1;1;1;164394,65;0;0;64113,9135;4;;;;;;;;;;106856,5225;;;;;;;;;;;;;;;;;;
5178;15588449;Chuang;591;Spain;Female;27;5;107812,67;1;0;1;162501,83;1;0;21125,2379;10;;;;;;;;;;105626,1895;;;;;;;;;;;;;;;;;;
5179;15794849;Aitken;850;Germany;Male;22;7;91560,58;2;0;0;10541,38;0;0;2740,7588;10;;;;;;;;;;6851,897;;;;;;;;;;;;;;;;;;
5180;15620000;Chambers;760;Germany;Male;34;6;121303,77;2;1;1;59325,21;0;0;3856,13865;7;;;;;;;;;;38561,3865;;;;;;;;;;;;;;;;;;
5181;15799720;Coburn;569;Spain;Male;43;8;161546,68;2;0;1;178187,28;0;0;11582,1732;8;;;;;;;;;;115821,732;;;;;;;;;;;;;;;;;;
5182;15711287;Ahmed;661;Spain;Female;35;5;128415,45;1;1;0;142626,49;0;0;37082,8874;9;;;;;;;;;;92707,2185;;;;;;;;;;;;;;;;;;
5183;15613102;Ogochukwu;670;France;Female;31;2;57530,06;1;1;1;181893,31;1;0;35469,19545;10;;;;;;;;;;118230,6515;;;;;;;;;;;;;;;;;;
5184;15621440;Soto;694;France;Male;38;1;0;2;0;1;156858,2;0;0;40783,132;12;;;;;;;;;;101957,83;;;;;;;;;;;;;;;;;;
5185;15677146;Obiajulu;728;France;Female;28;4;142243,54;2;1;0;33074,51;0;0;12899,0589;1;;;;;;;;;;21498,4315;;;;;;;;;;;;;;;;;;
5186;15801169;Yegorova;764;Germany;Female;39;9;138341,51;1;1;0;50072,94;1;0;16273,7055;13;;;;;;;;;;32547,411;;;;;;;;;;;;;;;;;;
5187;15722425;Lucchese;639;France;Male;32;9;0;2;1;0;111340,36;0;0;21711,3702;11;;;;;;;;;;72371,234;;;;;;;;;;;;;;;;;;
5188;15682421;Talbot;683;France;Female;30;2;0;2;0;1;100496,84;1;0;13064,5892;4;;;;;;;;;;65322,946;;;;;;;;;;;;;;;;;;
5189;15691910;Lu;663;Spain;Male;30;4;0;3;1;0;101371,05;0;0;19767,35475;3;;;;;;;;;;65891,1825;;;;;;;;;;;;;;;;;;
5190;15721779;Arnold;826;Spain;Male;41;5;146466,46;2;0;0;180934,67;0;0;70564,5213;1;;;;;;;;;;117607,5355;;;;;;;;;;;;;;;;;;
5191;15579548;Nicholson;735;Spain;Male;36;5;0;2;1;0;105152,17;0;0;20504,67315;4;;;;;;;;;;68348,9105;;;;;;;;;;;;;;;;;;
5192;15681075;Chukwualuka;682;France;Female;58;1;0;1;1;1;706,5;0;0;275,535;6;;;;;;;;;;459,225;;;;;;;;;;;;;;;;;;
5193;15607884;Wallace;663;France;Female;39;8;0;2;1;1;101168,9;0;0;39455,871;2;;;;;;;;;;65759,785;;;;;;;;;;;;;;;;;;
5194;15767757;Pisano;562;Spain;Female;29;9;120307,58;1;1;1;6795,61;0;0;1325,14395;1;;;;;;;;;;4417,1465;;;;;;;;;;;;;;;;;;
5195;15791550;Kelly;696;France;Male;27;4;87637,26;2;0;0;196111,35;0;0;76483,4265;1;;;;;;;;;;127472,3775;;;;;;;;;;;;;;;;;;
5196;15658589;Brady;850;Spain;Male;38;2;94652,04;1;1;1;171960,76;0;0;33532,3482;1;;;;;;;;;;111774,494;;;;;;;;;;;;;;;;;;
5197;15670822;Palmer;719;France;Female;22;7;114415,84;1;1;1;177497,4;0;0;69223,986;9;;;;;;;;;;115373,31;;;;;;;;;;;;;;;;;;
5198;15629744;Tan;804;France;Female;71;8;0;2;0;1;147995,96;0;0;38478,9496;9;;;;;;;;;;96197,374;;;;;;;;;;;;;;;;;;
5199;15660768;L?;604;France;Male;40;1;84315,02;1;0;0;36209,1;0;0;14121,549;2;;;;;;;;;;23535,915;;;;;;;;;;;;;;;;;;
5200;15726310;Mordvinova;782;Spain;Female;27;3;0;2;1;0;143614,01;0;0;28004,73195;5;;;;;;;;;;93349,1065;;;;;;;;;;;;;;;;;;
5201;15641298;Corones;512;Germany;Male;42;9;93955,83;2;1;0;14828,54;0;0;5783,1306;11;;;;;;;;;;9638,551;;;;;;;;;;;;;;;;;;
5202;15625675;Clements;569;France;Male;36;1;67087,69;1;1;0;154775,7;0;0;10060,4205;9;;;;;;;;;;100604,205;;;;;;;;;;;;;;;;;;
5203;15713354;Morrice;597;Germany;Female;22;6;101528,61;1;1;0;70529;1;0;13753,155;3;;;;;;;;;;45843,85;;;;;;;;;;;;;;;;;;
5204;15633866;Hsiung;753;Germany;Male;30;1;110824,52;1;1;1;57896,27;0;0;22579,5453;5;;;;;;;;;;37632,5755;;;;;;;;;;;;;;;;;;
5205;15704231;Barrett;430;France;Female;33;8;0;1;1;1;69759,91;0;0;22671,97075;6;;;;;;;;;;45343,9415;;;;;;;;;;;;;;;;;;
5206;15735400;Kanayochukwu;756;France;Male;28;8;179960,2;1;1;0;89938,08;0;0;17537,9256;10;;;;;;;;;;58459,752;;;;;;;;;;;;;;;;;;
5207;15632826;Tardent;493;France;Male;38;3;134006,77;1;1;0;89578,32;0;0;29112,954;5;;;;;;;;;;58225,908;;;;;;;;;;;;;;;;;;
5208;15751022;Bowhay;777;Germany;Female;37;10;121532,17;2;1;1;73464,88;0;0;19100,8688;14;;;;;;;;;;47752,172;;;;;;;;;;;;;;;;;;
5209;15664737;Lei;779;Spain;Female;38;7;0;2;1;1;138542,87;0;0;27015,85965;10;;;;;;;;;;90052,8655;;;;;;;;;;;;;;;;;;
5210;15681126;Baker;702;Spain;Female;38;2;0;1;1;1;161888,63;0;0;31568,28285;11;;;;;;;;;;105227,6095;;;;;;;;;;;;;;;;;;
5211;15738954;Pisano;551;France;Male;35;7;129717,3;2;0;0;86937,2;0;0;22603,672;10;;;;;;;;;;56509,18;;;;;;;;;;;;;;;;;;
5212;15662263;Castillo;749;Germany;Male;22;4;94762,16;2;1;1;42241,54;0;0;5491,4002;2;;;;;;;;;;27457,001;;;;;;;;;;;;;;;;;;
5213;15621611;Gibson;742;Germany;Male;55;5;155196,17;1;0;1;121207,66;1;0;39392,4895;8;;;;;;;;;;78784,979;;;;;;;;;;;;;;;;;;
5214;15783752;Lindsay;752;Germany;Male;29;4;129514,99;1;1;1;102930,46;0;0;13380,9598;9;;;;;;;;;;66904,799;;;;;;;;;;;;;;;;;;
5215;15709474;Macnamara;740;Germany;Female;57;3;113386,36;2;1;1;65121,63;1;0;25397,4357;10;;;;;;;;;;42329,0595;;;;;;;;;;;;;;;;;;
5216;15701280;Romano;576;France;Male;24;3;0;1;0;1;78498,04;1;0;25511,863;3;;;;;;;;;;51023,726;;;;;;;;;;;;;;;;;;
5217;15671104;Aksakova;637;Spain;Male;43;3;172196,23;1;1;1;104769,96;0;0;40860,2844;7;;;;;;;;;;68100,474;;;;;;;;;;;;;;;;;;
5218;15796434;Farnsworth;724;France;Male;28;5;97612,12;1;1;1;96498,14;0;0;12544,7582;15;;;;;;;;;;62723,791;;;;;;;;;;;;;;;;;;
5219;15781505;Giordano;685;France;Male;20;4;104719,94;2;1;0;38691,34;0;0;12574,6855;13;;;;;;;;;;25149,371;;;;;;;;;;;;;;;;;;
5220;15625819;Arnold;625;France;Female;38;7;0;1;1;0;164804,02;0;0;10712,2613;9;;;;;;;;;;107122,613;;;;;;;;;;;;;;;;;;
5221;15753174;Thompson;571;Germany;Male;37;9;139592,98;3;1;0;104152,65;1;0;27079,689;6;;;;;;;;;;67699,2225;;;;;;;;;;;;;;;;;;
5222;15654067;Koch;584;Spain;Female;29;4;0;2;1;0;88866,92;0;0;11552,6996;4;;;;;;;;;;57763,498;;;;;;;;;;;;;;;;;;
5223;15724719;Jones;550;France;Female;22;7;139096,85;1;1;0;129890,94;0;0;50657,4666;9;;;;;;;;;;84429,111;;;;;;;;;;;;;;;;;;
5224;15624695;Otitodilinna;662;Spain;Female;72;7;140301,72;1;0;1;179258,67;0;0;23303,6271;9;;;;;;;;;;116518,1355;;;;;;;;;;;;;;;;;;
5225;15718216;Fleetwood-Smith;803;Spain;Male;43;3;0;1;1;0;72051,44;0;0;14050,0308;3;;;;;;;;;;46833,436;;;;;;;;;;;;;;;;;;
5226;15586300;Chinonyelum;615;France;Male;66;7;0;2;1;1;74580,8;0;0;24238,76;2;;;;;;;;;;48477,52;;;;;;;;;;;;;;;;;;
5227;15783349;Montague;481;Spain;Male;39;1;111233,09;1;1;1;123995,15;0;0;48358,1085;10;;;;;;;;;;80596,8475;;;;;;;;;;;;;;;;;;
5228;15725767;Milani;701;France;Male;23;3;0;2;1;0;38960,59;0;0;10129,7534;4;;;;;;;;;;25324,3835;;;;;;;;;;;;;;;;;;
5229;15791925;Palermo;751;France;Male;29;10;147737,63;1;0;1;94951,27;0;0;6171,83255;10;;;;;;;;;;61718,3255;;;;;;;;;;;;;;;;;;
5230;15793585;Anderson;675;France;Male;35;8;0;2;1;1;56642,97;0;0;3681,79305;5;;;;;;;;;;36817,9305;;;;;;;;;;;;;;;;;;
5231;15576641;Crawford;733;Germany;Male;40;5;125725,02;2;1;1;50783,1;0;0;6601,803;15;;;;;;;;;;33009,015;;;;;;;;;;;;;;;;;;
5232;15749519;Lin;822;France;Male;38;6;128289,7;3;1;0;9149,96;1;0;2973,737;2;;;;;;;;;;5947,474;;;;;;;;;;;;;;;;;;
5233;15684960;Yewen;559;France;Female;46;5;0;1;1;0;21006,1;1;0;2730,793;2;;;;;;;;;;13653,965;;;;;;;;;;;;;;;;;;
5234;15591286;Simmons;731;Germany;Female;49;4;88826,07;1;1;1;33759,41;1;0;8777,4466;12;;;;;;;;;;21943,6165;;;;;;;;;;;;;;;;;;
5235;15668323;Mbadiwe;678;France;Female;41;1;143443,61;1;1;0;196622,28;1;0;12780,4482;11;;;;;;;;;;127804,482;;;;;;;;;;;;;;;;;;
5236;15608528;Munro;645;France;Female;68;9;0;4;1;1;176353,87;1;0;11463,00155;14;;;;;;;;;;114630,0155;;;;;;;;;;;;;;;;;;
5237;15645184;Graham;701;France;Male;29;2;0;2;1;0;176943,59;0;0;34504,00005;3;;;;;;;;;;115013,3335;;;;;;;;;;;;;;;;;;
5238;15702566;Lombardo;554;Spain;Male;26;8;149134,46;1;1;1;177966,24;0;0;57839,028;3;;;;;;;;;;115678,056;;;;;;;;;;;;;;;;;;
5239;15660840;Kalinin;723;France;Male;30;3;124119,54;1;1;0;162198,32;0;0;21085,7816;3;;;;;;;;;;105428,908;;;;;;;;;;;;;;;;;;
5240;15750811;Woodward;766;Germany;Male;44;3;116822,7;1;0;0;197643,24;0;0;38540,4318;6;;;;;;;;;;128468,106;;;;;;;;;;;;;;;;;;
5241;15733842;Pirozzi;597;France;Female;24;1;103219,47;1;1;0;60420,07;0;0;23563,8273;4;;;;;;;;;;39273,0455;;;;;;;;;;;;;;;;;;
5242;15581526;Iweobiegbulam;574;France;Male;41;1;0;2;0;0;70550;0;0;4585,75;13;;;;;;;;;;45857,5;;;;;;;;;;;;;;;;;;
5243;15662751;Piazza;655;Germany;Female;40;0;81954,6;1;1;1;198798,44;1;0;77531,3916;11;;;;;;;;;;129218,986;;;;;;;;;;;;;;;;;;
5244;15684319;Baranova;780;Germany;Female;37;10;95196,26;1;1;0;126310,39;1;0;49261,0521;12;;;;;;;;;;82101,7535;;;;;;;;;;;;;;;;;;
5245;15702190;Fan;672;Spain;Male;43;5;0;2;1;1;64515,5;0;0;20967,5375;12;;;;;;;;;;41935,075;;;;;;;;;;;;;;;;;;
5246;15588517;Sun;717;France;Male;38;7;0;2;1;1;158580,05;0;0;10307,70325;3;;;;;;;;;;103077,0325;;;;;;;;;;;;;;;;;;
5247;15801863;Marino;521;France;Female;32;2;136555,01;2;1;1;129353,21;0;0;50447,7519;14;;;;;;;;;;84079,5865;;;;;;;;;;;;;;;;;;
5248;15584271;Donaldson;633;France;Male;59;5;0;1;1;1;137273,97;0;0;17845,6161;7;;;;;;;;;;89228,0805;;;;;;;;;;;;;;;;;;
5249;15700366;Burton;669;France;Male;39;3;119452,03;1;1;1;171575,54;0;0;11152,4101;14;;;;;;;;;;111524,101;;;;;;;;;;;;;;;;;;
5250;15804038;Quinn;740;France;Male;44;9;0;1;0;1;96528;1;0;18822,96;11;;;;;;;;;;62743,2;;;;;;;;;;;;;;;;;;
5251;15720820;Sabbatini;462;Germany;Female;24;9;69881,09;2;0;1;64421,02;0;0;12562,0989;7;;;;;;;;;;41873,663;;;;;;;;;;;;;;;;;;
5252;15743759;Brooks;619;France;Male;39;5;0;2;1;1;158444,61;0;0;30896,69895;5;;;;;;;;;;102988,9965;;;;;;;;;;;;;;;;;;
5253;15749947;Black;665;France;Female;44;7;0;2;1;1;66548,58;0;0;12976,9731;8;;;;;;;;;;43256,577;;;;;;;;;;;;;;;;;;
5254;15670496;Schwartz;655;Spain;Female;27;9;0;2;0;0;108008,05;0;0;7020,52325;13;;;;;;;;;;70205,2325;;;;;;;;;;;;;;;;;;
5255;15746664;Ts'ui;463;Spain;Male;20;8;204223,03;1;1;0;128268,39;0;0;41687,22675;9;;;;;;;;;;83374,4535;;;;;;;;;;;;;;;;;;
5256;15745533;Sargent;799;France;Female;63;1;110314,21;2;1;0;37464;1;0;14610,96;15;;;;;;;;;;24351,6;;;;;;;;;;;;;;;;;;
5257;15761497;Udinesi;713;Spain;Female;48;1;163760,82;1;0;0;157381,14;1;0;51148,8705;11;;;;;;;;;;102297,741;;;;;;;;;;;;;;;;;;
5258;15628600;Lee;807;Germany;Female;31;1;141069,18;3;1;1;194257,11;0;0;12626,71215;14;;;;;;;;;;126267,1215;;;;;;;;;;;;;;;;;;
5259;15627002;Taylor;728;France;Male;38;1;115934,74;1;1;1;139059,05;0;0;18077,6765;14;;;;;;;;;;90388,3825;;;;;;;;;;;;;;;;;;
5260;15614635;Kepley;582;France;Male;52;2;151457,88;1;0;1;40893,61;0;0;5316,1693;7;;;;;;;;;;26580,8465;;;;;;;;;;;;;;;;;;
5261;15731281;Ozuluonye;704;Germany;Female;35;3;154206,07;2;1;1;40261,49;0;0;5233,9937;1;;;;;;;;;;26169,9685;;;;;;;;;;;;;;;;;;
5262;15814022;Lassetter;714;France;Female;26;9;89928,99;1;1;0;46203,31;0;0;18019,2909;8;;;;;;;;;;30032,1515;;;;;;;;;;;;;;;;;;
5263;15659194;Mishina;628;France;Male;30;8;89182,09;1;1;1;13126,9;0;0;5119,491;4;;;;;;;;;;8532,485;;;;;;;;;;;;;;;;;;
5264;15745030;Trevisano;809;Germany;Male;41;1;79706,25;2;1;0;165675,01;0;0;53844,37825;13;;;;;;;;;;107688,7565;;;;;;;;;;;;;;;;;;
5265;15691817;Iloerika;547;Spain;Female;44;5;0;3;0;0;5459,07;1;0;2129,0373;13;;;;;;;;;;3548,3955;;;;;;;;;;;;;;;;;;
5266;15707488;Tan;560;France;Female;27;5;0;2;1;0;131919,48;0;0;17149,5324;6;;;;;;;;;;85747,662;;;;;;;;;;;;;;;;;;
5267;15784700;Chikelu;811;France;Male;31;7;117799,28;1;1;1;182372,35;0;0;71125,2165;1;;;;;;;;;;118542,0275;;;;;;;;;;;;;;;;;;
5268;15710397;Lin;584;France;Male;26;4;0;2;1;0;147600,54;0;0;57564,2106;11;;;;;;;;;;95940,351;;;;;;;;;;;;;;;;;;
5269;15687648;Nicholson;691;France;Male;28;1;0;2;0;0;92865,41;0;0;36217,5099;6;;;;;;;;;;60362,5165;;;;;;;;;;;;;;;;;;
5270;15732281;Ugoji;680;Germany;Male;34;6;146422,22;1;1;0;67142,97;1;0;26185,7583;7;;;;;;;;;;43642,9305;;;;;;;;;;;;;;;;;;
5271;15607230;Michel;588;Germany;Male;33;9;150186,22;2;1;1;65611,01;0;0;17058,8626;7;;;;;;;;;;42647,1565;;;;;;;;;;;;;;;;;;
5272;15567630;Bruce;721;Germany;Male;40;6;100275,88;1;1;0;138564,48;1;0;45033,456;8;;;;;;;;;;90066,912;;;;;;;;;;;;;;;;;;
5273;15587507;Feng;850;France;Male;47;6;0;1;1;0;187391,02;1;0;60902,0815;1;;;;;;;;;;121804,163;;;;;;;;;;;;;;;;;;
5274;15733904;McDonald;529;France;Male;32;9;147493,89;1;1;0;33656,35;0;0;4375,3255;11;;;;;;;;;;21876,6275;;;;;;;;;;;;;;;;;;
5275;15709511;Watt;622;France;Male;43;8;0;2;1;0;100618,17;0;0;19620,54315;8;;;;;;;;;;65401,8105;;;;;;;;;;;;;;;;;;
5276;15579616;Goodwin;683;France;Female;42;8;0;2;0;1;198134,9;0;0;77272,611;4;;;;;;;;;;128787,685;;;;;;;;;;;;;;;;;;
5277;15694852;Arcuri;575;France;Male;29;4;121823,4;2;1;1;50368,87;0;0;6547,9531;13;;;;;;;;;;32739,7655;;;;;;;;;;;;;;;;;;
5278;15589924;Rapuluolisa;577;Spain;Female;40;1;0;2;1;1;108787;0;0;35355,775;11;;;;;;;;;;70711,55;;;;;;;;;;;;;;;;;;
5279;15799300;Kao;510;Germany;Male;31;0;113688,63;1;1;0;33099,41;1;0;12908,7699;4;;;;;;;;;;21514,6165;;;;;;;;;;;;;;;;;;
5280;15731330;Tsui;652;Spain;Female;40;7;100471,34;1;1;1;124550,88;0;0;8095,8072;2;;;;;;;;;;80958,072;;;;;;;;;;;;;;;;;;
5281;15694129;Summers;569;Germany;Female;28;3;100032,52;1;1;0;5159,21;1;0;335,34865;12;;;;;;;;;;3353,4865;;;;;;;;;;;;;;;;;;
5282;15620372;Cross;687;Spain;Male;31;3;0;2;0;0;48228,1;0;0;15674,1325;2;;;;;;;;;;31348,265;;;;;;;;;;;;;;;;;;
5283;15744622;Osorio;822;France;Male;32;8;116358;1;1;0;108798,36;0;0;14143,7868;6;;;;;;;;;;70718,934;;;;;;;;;;;;;;;;;;
5284;15799815;Bobrov;656;Germany;Female;23;4;163549,63;1;0;1;21085,12;0;0;8223,1968;12;;;;;;;;;;13705,328;;;;;;;;;;;;;;;;;;
5285;15759250;Barnett;745;Germany;Male;51;3;99183,9;1;1;1;28922,25;0;0;11279,6775;2;;;;;;;;;;18799,4625;;;;;;;;;;;;;;;;;;
5286;15732643;Pike;386;Spain;Female;53;1;131955,07;1;1;1;62514,65;1;0;12190,35675;15;;;;;;;;;;40634,5225;;;;;;;;;;;;;;;;;;
5287;15690540;Gearheart;684;Spain;Female;41;1;134177,06;1;0;0;177506,66;0;0;23075,8658;10;;;;;;;;;;115379,329;;;;;;;;;;;;;;;;;;
5288;15803078;Bruno;635;Spain;Female;38;1;0;2;1;0;90605,05;0;0;11778,6565;3;;;;;;;;;;58893,2825;;;;;;;;;;;;;;;;;;
5289;15652180;Egobudike;582;France;Male;30;2;0;2;1;1;132029,95;0;0;34327,787;6;;;;;;;;;;85819,4675;;;;;;;;;;;;;;;;;;
5290;15741195;Okechukwu;613;Spain;Male;19;5;0;1;1;1;176903,35;0;0;57493,58875;14;;;;;;;;;;114987,1775;;;;;;;;;;;;;;;;;;
5291;15743490;Zikoranachidimma;795;Germany;Female;56;9;94348,94;1;1;0;29239,29;1;0;7602,2154;11;;;;;;;;;;19005,5385;;;;;;;;;;;;;;;;;;
5292;15575510;Milanesi;659;France;Female;32;2;155584,21;1;0;1;153662,88;0;0;39952,3488;1;;;;;;;;;;99880,872;;;;;;;;;;;;;;;;;;
5293;15732610;Ahern;745;France;Female;28;6;0;2;1;0;154389,18;0;0;10035,2967;5;;;;;;;;;;100352,967;;;;;;;;;;;;;;;;;;
5294;15602909;Dickson;604;Spain;Female;41;10;0;2;1;1;166224,39;0;0;43218,3414;8;;;;;;;;;;108045,8535;;;;;;;;;;;;;;;;;;
5295;15734058;Anayochukwu;509;Germany;Male;32;9;170661,47;1;1;1;21646,2;0;0;8442,018;8;;;;;;;;;;14070,03;;;;;;;;;;;;;;;;;;
5296;15801788;McDonald;706;Germany;Female;29;6;185544,36;1;1;0;171037,63;0;0;11117,44595;3;;;;;;;;;;111174,4595;;;;;;;;;;;;;;;;;;
5297;15702462;Fiorentini;619;Spain;Female;44;6;52831,13;1;1;1;112649,22;1;0;21966,5979;13;;;;;;;;;;73221,993;;;;;;;;;;;;;;;;;;
5298;15683416;Russo;572;Germany;Male;51;8;97750,07;3;1;1;193014,26;1;0;75275,5614;8;;;;;;;;;;125459,269;;;;;;;;;;;;;;;;;;
5299;15794187;Young;695;France;Male;36;6;114007,5;2;1;0;118120,88;0;0;38389,286;7;;;;;;;;;;76778,572;;;;;;;;;;;;;;;;;;
5300;15792989;Bianchi;543;France;Female;71;1;104308,77;1;1;1;25650,04;0;0;8336,263;4;;;;;;;;;;16672,526;;;;;;;;;;;;;;;;;;
5301;15613734;Fallaci;640;France;Female;33;6;84719,13;2;1;1;113048,79;0;0;7348,17135;7;;;;;;;;;;73481,7135;;;;;;;;;;;;;;;;;;
5302;15606177;Crawford;672;France;Male;39;2;0;2;1;0;87372,49;0;0;11358,4237;5;;;;;;;;;;56792,1185;;;;;;;;;;;;;;;;;;
5303;15636700;Marsh;701;France;Male;39;9;140236,98;1;0;1;146651,99;0;0;47661,89675;2;;;;;;;;;;95323,7935;;;;;;;;;;;;;;;;;;
5304;15645766;Kosisochukwu;634;Spain;Male;25;9;0;2;1;1;8227,91;0;0;534,81415;1;;;;;;;;;;5348,1415;;;;;;;;;;;;;;;;;;
5305;15671345;Piccio;531;Spain;Female;42;6;75302,85;2;0;0;57034,35;0;0;22243,3965;11;;;;;;;;;;37072,3275;;;;;;;;;;;;;;;;;;
5306;15652469;Nevels;699;France;Male;27;1;0;2;1;0;93003,21;0;0;6045,20865;2;;;;;;;;;;60452,0865;;;;;;;;;;;;;;;;;;
5307;15749638;Kaodilinakachukwu;605;France;Female;51;9;104760,82;1;1;1;165574,54;1;0;43049,3804;9;;;;;;;;;;107623,451;;;;;;;;;;;;;;;;;;
5308;15728706;Amaechi;534;France;Female;49;7;0;1;1;0;13566,48;1;0;5290,9272;6;;;;;;;;;;8818,212;;;;;;;;;;;;;;;;;;
5309;15735439;P'an;449;Spain;Female;31;1;113693;1;0;0;82796,29;0;0;32290,5531;6;;;;;;;;;;53817,5885;;;;;;;;;;;;;;;;;;
5310;15778696;Ikemefuna;684;Spain;Female;36;5;174180,39;1;1;0;119830,08;0;0;31155,8208;12;;;;;;;;;;77889,552;;;;;;;;;;;;;;;;;;
5311;15624744;Tai;622;Germany;Male;42;9;115766,26;1;0;0;72155,85;1;0;14070,39075;10;;;;;;;;;;46901,3025;;;;;;;;;;;;;;;;;;
5312;15584338;Winn;714;France;Female;40;0;0;2;1;0;62762,12;0;0;16318,1512;2;;;;;;;;;;40795,378;;;;;;;;;;;;;;;;;;
5313;15726178;Hardy;712;Spain;Female;48;8;0;2;1;0;183235,33;0;0;47641,1858;4;;;;;;;;;;119102,9645;;;;;;;;;;;;;;;;;;
5314;15794939;Chiu;783;France;Female;72;5;121215,9;2;1;1;105206,48;0;0;20515,2636;5;;;;;;;;;;68384,212;;;;;;;;;;;;;;;;;;
5315;15788068;Lopez;743;Germany;Male;45;10;144677,19;3;1;0;22512,44;1;0;8779,8516;5;;;;;;;;;;14633,086;;;;;;;;;;;;;;;;;;
5316;15572956;Steen;683;France;Male;36;5;115350,63;1;1;1;122305,91;0;0;31799,5366;7;;;;;;;;;;79498,8415;;;;;;;;;;;;;;;;;;
5317;15780386;Ferri;654;Spain;Male;40;5;105683,63;1;1;0;173617,09;0;0;22570,2217;7;;;;;;;;;;112851,1085;;;;;;;;;;;;;;;;;;
5318;15791114;Yegorova;700;France;Male;37;1;135179,49;1;1;0;160670,37;0;0;62661,4443;10;;;;;;;;;;104435,7405;;;;;;;;;;;;;;;;;;
5319;15708046;Knowles;744;Spain;Male;31;0;117551,23;1;1;0;158958,9;0;0;20664,657;4;;;;;;;;;;103323,285;;;;;;;;;;;;;;;;;;
5320;15719779;May;645;Germany;Male;25;1;157404,02;2;1;0;93073,04;0;0;18149,2428;7;;;;;;;;;;60497,476;;;;;;;;;;;;;;;;;;
5321;15591550;Bianchi;525;Spain;Male;36;3;77910,23;1;1;0;67238,01;0;0;21852,35325;9;;;;;;;;;;43704,7065;;;;;;;;;;;;;;;;;;
5322;15639368;Pipes;732;France;Male;25;0;110942,9;1;0;0;172576,56;0;0;22434,9528;6;;;;;;;;;;112174,764;;;;;;;;;;;;;;;;;;
5323;15699830;Doherty;721;France;Female;40;7;0;2;1;1;122580,48;0;0;31870,9248;12;;;;;;;;;;79677,312;;;;;;;;;;;;;;;;;;
5324;15569264;Yobanna;622;France;Male;32;5;179305,09;1;1;1;149043,78;0;0;58127,0742;5;;;;;;;;;;96878,457;;;;;;;;;;;;;;;;;;
5325;15595158;Hsu;654;Germany;Male;31;5;150593,59;2;1;1;105218,45;0;0;13678,3985;3;;;;;;;;;;68391,9925;;;;;;;;;;;;;;;;;;
5326;15599126;Russell;529;France;Female;43;0;123815,86;1;1;1;78463,99;1;0;5100,15935;3;;;;;;;;;;51001,5935;;;;;;;;;;;;;;;;;;
5327;15650575;Payne;720;Spain;Female;59;6;0;2;1;1;160849,43;1;0;31365,63885;7;;;;;;;;;;104552,1295;;;;;;;;;;;;;;;;;;
5328;15641490;Windsor;850;Germany;Female;25;8;69385,17;2;1;0;87834,24;0;0;17127,6768;11;;;;;;;;;;57092,256;;;;;;;;;;;;;;;;;;
5329;15680234;Bray;667;Germany;Male;27;2;138032,15;1;1;0;166317,71;0;0;43242,6046;14;;;;;;;;;;108106,5115;;;;;;;;;;;;;;;;;;
5330;15592230;Seleznyov;620;France;Male;41;3;0;2;1;1;137309,06;0;0;8925,0889;11;;;;;;;;;;89250,889;;;;;;;;;;;;;;;;;;
5331;15626212;Wark;616;France;Male;29;9;0;1;1;1;166984,44;0;0;10853,9886;9;;;;;;;;;;108539,886;;;;;;;;;;;;;;;;;;
5332;15700627;Y?;637;Germany;Female;46;2;143500,82;1;1;0;166996,46;1;0;43419,0796;1;;;;;;;;;;108547,699;;;;;;;;;;;;;;;;;;
5333;15782641;Brown;710;Spain;Female;29;3;119670,18;1;1;0;188022,44;0;0;61107,293;4;;;;;;;;;;122214,586;;;;;;;;;;;;;;;;;;
5334;15784445;Huang;717;Spain;Male;33;1;99106,73;1;0;0;194467,23;0;0;75842,2197;4;;;;;;;;;;126403,6995;;;;;;;;;;;;;;;;;;
5335;15813681;Zito;786;Germany;Male;24;2;120135,55;2;1;1;125449,47;0;0;24462,64665;13;;;;;;;;;;81542,1555;;;;;;;;;;;;;;;;;;
